Timestamp,Value
1732579200000,56629
1732665600000,56629
1732752000000,56629
1732838400000,56629
1732924800000,56629
1733011200000,56629
1733097600000,56384
1733184000000,56384
1733270400000,56384
1733356800000,56384
1733443200000,56384
1733529600000,56384
1733616000000,56384
1733702400000,56384
1733788800000,56384
1733875200000,56384
1733961600000,56384
1734048000000,56384
1734134400000,56384
1734220800000,56384
1734307200000,56384
1734393600000,56384
1734480000000,56384
1734566400000,56384
1734652800000,56384
1734739200000,56384
1734825600000,56384
1734912000000,56384
1734998400000,56384
1735084800000,56384
1735171200000,56384
1735257600000,56384
1735344000000,56384
1735430400000,56384
1735516800000,56384
1735603200000,56384
1735689600000,56384
1735776000000,56384
1735862400000,56384
1735948800000,56384
1736035200000,56384
1736121600000,56384
1736208000000,56384
1736294400000,56384
1736380800000,56384
1736467200000,56384
1736553600000,56384
1736640000000,56384
1736726400000,56384
1736812800000,56384
1736899200000,93420
1736985600000,98131
1737072000000,99483
1737158400000,99483
1737244800000,99483
1737331200000,99483
1737417600000,99483
1737504000000,99483
1737590400000,99483
1737676800000,99483
1737763200000,99483
1737849600000,99483
1737936000000,98468
1738022400000,98313
1738108800000,98245
1738195200000,98245
1738281600000,98245
1738368000000,98245
1738454400000,98245
1738540800000,98145
1738627200000,98145
1738713600000,98145
1738800000000,98145
1738886400000,98127
1738972800000,98127
1739059200000,98125
1739145600000,98125
1739232000000,98125
1739318400000,98125
1739404800000,98125
1739491200000,98125
1739577600000,98125
1739664000000,98125
1739750400000,98125
1739836800000,98125
1739923200000,98125
1740009600000,98125
1740096000000,98125
1740182400000,97715
1740268800000,97715
